Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
81072.0,0.152504119158679,-0.529875049501258,1.17696454857131,-1.20229176556466,-0.797599214046902,0.360677480379787,-0.74867842365923,0.153178433920789,-2.34231707660687,1.41989992803354,-1.34515375177586,-2.36215402538527,-0.849473748335674,-0.0379270172387839,1.92961412047164,-0.975200563778612,1.13399256204067,0.364159803791929,1.54878825666537,-0.0944522771441212,-0.257429389420936,-0.426722563388672,-0.13935793433982,-0.987509870613534,0.172512448486566,0.135781160106008,0.0122906954970251,-0.0622511556161371,26.0,0
32563.0,-2.19848999146348,1.11143320974078,0.962725077728573,2.77052583808009,0.265426260278977,1.73079411198295,-0.505490076071626,-2.98767261842919,-1.32296214492411,1.24622848353785,1.59058871276109,0.579803792361376,-0.0242800198854679,0.551343220753836,1.04944838874455,-0.320580505561183,0.482393763895435,-0.233357872438578,0.350470563065919,-1.43632081834615,3.0525198226814,-0.0832061406428529,0.490814556805422,-0.266094468147563,-0.420220730467843,0.340254833171115,0.667369854591193,-0.0634182364344029,136.9,0
27304.0,-3.53280207164659,-2.22857891541328,-0.903097868320469,3.38061171893404,0.65831296599431,0.899873398435422,1.0175519715639,0.481798065846323,-1.52792616850978,0.955356480340391,0.0219786578552858,-0.154458172591747,0.041484426232228,0.9899670089876,0.896660889408163,0.404313761553906,-0.251154877240206,0.603030005976482,1.15413792786058,0.838648980117793,0.135297428475896,-0.0836531713963165,-0.0249726661292167,-1.25469290812633,-0.267783669907186,0.246260193320363,0.618960407225943,-0.0476990075042582,526.19,0
82271.0,1.25367329192559,0.100741329486472,-0.198298136050149,1.0774228161211,0.457482951645722,0.59645770257222,-0.0062704687971657,0.114835881349573,0.501889734893847,-0.102265130160389,-1.91746306066196,-0.336566999302529,-0.64791849531561,0.134854700494774,0.0917417975088192,-0.27924852588432,-0.200892283740975,-0.427930898992979,0.163081153076904,-0.184951409834046,-0.199677163563034,-0.377853940873063,-0.230479238527491,-1.34086728780289,0.82211665245722,-0.223346678786104,0.032284530646088,0.0008846353697278,12.99,0
141715.0,-0.186971647816047,1.08357458329132,-0.393381660273491,1.09691298918304,1.92965497308975,-0.722337751221221,1.38534614553779,-0.378025789185114,-0.594949252420028,-0.587921763124151,-0.828076680622227,-1.02577089048325,-1.1962304247068,-1.03105154759249,0.0529283782576699,-0.713126581469862,1.25639537347199,0.460693822125437,0.662167888963169,0.0818693663301163,0.0042810734852708,0.254328736788478,-0.353016304072737,0.470720306389076,0.165008079016914,-0.405059480324593,0.0047931735201324,-0.0239249328880365,1.0,0
114438.0,2.01999566365575,-0.173207175384956,-1.19835850471588,0.2382680818634,0.0241593394716024,-0.711386760383346,0.0634508920321228,-0.148302787213911,0.361163497272956,0.248805424348939,0.605709638234393,0.815964850539717,-0.350545255588094,0.532566032059941,-0.5931106562115,0.204098539035645,-0.632505377727492,-0.220105798153035,0.555145659292423,-0.205026780308117,-0.256256239354015,-0.683154843205962,0.283054430659018,-0.346035376433113,-0.303077374084564,0.1983986405852,-0.0796211159407058,-0.0722395863710586,12.99,0
43249.0,-0.497267146512649,0.544434407717133,1.7210153657714,2.83488132052492,0.789900521785959,2.42568060862592,-0.239162549316714,0.892307556586803,-0.986532498312202,0.596620895742144,1.35543813468568,0.124574929155939,-1.59443233000833,0.445086526430195,0.303656862240128,-1.65334683203698,1.48586319642308,-1.40588292941545,-0.108394759971074,-0.0622577548171868,0.235961443967486,0.903634066888634,0.0776681173106399,-1.02932728344796,-0.863629181803426,0.331711332787356,0.250410458217174,0.153753851096189,18.31,0
29755.0,1.26903156989784,0.188296331862684,-0.0547031406505042,0.453526294344933,-0.0957702317419983,-0.689942995313237,0.148670977124887,-0.0914811140451128,-0.208662368334653,0.178276305012934,0.944896474921369,0.313726097437443,-0.863840043083783,0.764715807958517,0.209747488196542,0.332449953052119,-0.607436551281631,0.221849066988051,0.307783627942777,-0.151960539425745,-0.0395362571533371,-0.149270664011707,-0.099476674190879,0.0150029356410196,0.554675125434743,0.37375245348083,-0.0611515547620274,-0.0099918496658861,1.23,0
75824.0,-2.90131017076981,-2.56294991077297,0.141820243391275,0.951165605170672,6.15885373456762,1.44445599676169,-1.83125510352082,1.20028135962861,-1.10249581002847,0.324525363221188,-0.698105966642455,-0.330083417990254,-0.0657598850999785,0.444710298937045,-0.089728755474935,1.13099448847202,-1.44164350533925,0.460105271232139,-1.56883464319741,0.824386214464621,0.467758035915509,0.0631196319428186,0.402237591066297,0.981168521664433,0.325866864349061,-0.0960354682118418,-0.0439873059467481,0.198180648124681,22.7,0
151029.0,-3.81821371829341,2.55133767783118,-4.75915831591909,1.63696695878653,-1.16790008391088,-1.67841338780471,-3.14473247208576,1.24510555037845,-1.69254135414833,-4.75993137385013,3.64225693939881,-4.165202322571,0.703069875094878,-7.62431631397779,-1.49801239964762,-4.07999232998846,-6.71717654755023,-1.88754964911755,1.35674828969143,0.164453445972909,0.837685440079622,0.761712127064149,-0.417694265920243,-0.469712471536136,-0.225934235750846,0.586415248500604,-0.348107405939032,0.0877768724326224,10.7,1
